發生時間,發生地點,死亡受傷人數,車種,經度,緯度
110年10月15日 13時57分00秒,基隆市信義區仁一路59號前0.0公尺,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),121.754532,25.127795
110年10月15日 17時51分00秒,高雄市林園區東林西路158號前0.0公尺前,死亡1;受傷0,自用-小客車;行人-人,120.391450,22.503309
110年10月16日 07時17分00秒,臺中市東勢區粵寧里東蘭路1-1號前0.0公尺,死亡1;受傷1,行人-人;普通重型-機車,120.827059,24.260567
110年10月16日 08時01分00秒,桃園市龜山區忠義路二段口 / 桃園市龜山區忠義路二段口,死亡1;受傷3,計程車-小客車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人;乘客-人;乘客-人,121.359001,25.051598
110年10月16日 08時24分00秒,臺中市沙鹿區晉江里東晉路 / 臺中市沙鹿區晉江里東晉東路,死亡1;受傷0,普通重型-機車;租賃車-小客車,120.576933,24.221804
110年10月16日 16時52分00秒,彰化縣秀水鄉安東村彰水路2段795-1號前0.0公尺前,死亡1;受傷0,自用-小客車;自用-小客車;自用-小客車;普通重型-機車,120.499775,24.034304
110年10月16日 18時06分00秒,新北市八里區中華路2段201之28號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.405487,25.149847
110年10月16日 18時45分00秒,花蓮縣玉里鎮台9線 268公里200.0公尺處北側向機、慢車道,死亡1;受傷1,普通重型-機車;行人-人,121.320216,23.336378
110年10月16日 21時07分00秒,臺中市沙鹿區六路里臺灣大道六段1018號前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人,120.580667,24.217177
110年10月16日 22時14分00秒,臺中市和平區南勢里東關路三段前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.891702,24.173629
110年10月17日 04時25分00秒,新北市五股區新五路2段 / 新北市五股區自強路,死亡1;受傷2,自用-小客車;自用-小客車;乘客-人,121.439864,25.081941
110年10月17日 12時06分10秒,屏東縣九如鄉後庄村南二高下平面道路東寧路24巷旁路口,死亡1;受傷0,普通重型-機車;自用-小客車;乘客-人,120.503183,22.741311
110年10月17日 14時44分00秒,屏東縣恆春鎮南灣路段(台26線28.3公里處),死亡1;受傷1,普通重型-機車;普通重型-機車,120.747848,21.989901
110年10月17日 21時05分15秒,臺北市南港區國道3號 15公里北側向交流道,死亡1;受傷2,自用-小客車;自用-小客車;乘客-人,121.611768,25.030421
110年10月17日 22時01分00秒,新竹縣新豐鄉後湖村13鄰十一股51之2號,死亡1;受傷0,普通重型-機車,121.029653,24.930521
110年10月18日 06時50分31秒,宜蘭縣三星鄉大德路2段口 / 宜蘭縣三星鄉尚健五路2段口,死亡1;受傷0,普通重型-機車;自用-小客車,121.691874,24.687229
110年10月18日 07時50分01秒,雲林縣斗六市竹圍路105之1號前,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.561225,23.744400
110年10月18日 08時10分00秒,臺中市大里區新里里德芳路二段45號前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-全聯結車,120.680031,24.104368
110年10月18日 10時20分00秒,臺南市關廟區南雄南路口 / 臺南市關廟區中崙街口,死亡1;受傷0,普通重型-機車,120.347967,22.900887
110年10月18日 11時40分00秒,臺南市安定區安加里安定258-61號附近,死亡1;受傷0,普通重型-機車;營業用-半聯結車,120.238899,23.115293
110年10月18日 12時33分00秒,高雄市岡山區介壽西路209號前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);自用-小客車;自用-小貨車(含客、貨兩用);乘客-人,120.279602,22.784128
110年10月18日 14時30分00秒,屏東縣新園鄉台27線仙吉42T2978ED94電線桿,死亡1;受傷0,普通重型-機車;營業用-小貨車(含客、貨兩用),120.462970,22.521608
110年10月18日 15時20分00秒,高雄市美濃區中華路49-5號前0.0公尺前,死亡1;受傷1,自用-小客車;自用-小貨車(含客、貨兩用),120.569000,22.879090
110年10月19日 06時25分00秒,高雄市鳳山區五甲一路前 / 高雄市鳳山區五甲一路,死亡1;受傷1,普通重型-機車;自用-小客車,120.351878,22.613492
110年10月19日 07時54分00秒,高雄市左營區菜公路 / 高雄市左營區翠明路,死亡1;受傷1,普通重型-機車;普通重型-機車,120.300771,22.691614
110年10月19日 08時09分00秒,桃園市觀音區忠富路崙坪段口 / 桃園市觀音區崙坪六路口,死亡1;受傷1,普通重型-機車;普通重型-機車,121.162051,24.989381
110年10月19日 09時16分00秒,新北市永和區中正路455之1號前0.0公尺,死亡1;受傷0,租賃車-小客車;普通重型-機車;民營公車-大客車;普通重型-機車,121.516991,25.005887
110年10月19日 16時23分23秒,臺南市新營區國道1號 288公里900.0公尺處北側向內側,死亡1;受傷1,自用-小貨車(含客、貨兩用);租賃車-小客車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用),120.286667,23.301615
110年10月20日 00時06分00秒,臺中市西屯區廣福里環中路二段708號前0.0公尺,死亡1;受傷0,普通重型-機車,120.643714,24.194534
110年10月20日 06時32分27秒,雲林縣崙背鄉阿勸村雲6道路路燈電桿225049號旁路口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.331446,23.756988
110年10月20日 11時23分00秒,高雄市橋頭區中崎路17號前0.0公尺,死亡1;受傷1,自用-小貨車(含客、貨兩用);自用-大貨車,120.325000,22.762480
110年10月20日 12時59分00秒,彰化縣竹塘鄉新廣村光明路31-1號前0.0公尺前,死亡1;受傷0,自用-小客車;行人-人,120.347577,23.906556
110年10月21日 06時06分00秒,新北市林口區文化北路1段 / 新北市林口區文化北路,死亡1;受傷0,自用-小客車;行人-人,121.364905,25.075989
110年10月21日 06時42分22秒,雲林縣元長鄉山內村台19線古松26-50號旁路口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.316866,23.677566
110年10月21日 14時22分00秒,臺南市仁德區後壁里中正路二段口 / 臺南市仁德區後壁里省道臺86線快速公路口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.249684,22.942994
110年10月22日 07時11分00秒,高雄市仁武區水管路 / 高雄市仁武區大德街,死亡1;受傷1,自用-小客車;普通重型-機車;行人-人,120.335400,22.706310
110年10月22日 19時18分00秒,臺北市南港區興華路28號前0.0公尺,死亡1;受傷1,行人-人;普通重型-機車,121.606013,25.054957
110年10月23日 05時39分00秒,彰化縣二林鎮香田里儒林路10之1號前0.0公尺附近,死亡1;受傷0,腳踏自行車-慢車,120.376295,23.873540
110年10月23日 11時50分00秒,臺南市佳里區子龍里南47線公路0.7公里處北向排水溝,死亡1;受傷1,普通重型-機車;乘客-人,120.197731,23.183823
110年10月23日 14時25分00秒,高雄市六龜區興龍里台27省道8.1公里號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);自用-小客車,120.663220,23.007248
110年10月23日 16時27分00秒,彰化縣福興鄉二港村福正路181弄臨62號前0.0公尺,死亡1;受傷0,普通重型-機車,120.433979,24.056919
110年10月23日 22時15分00秒,臺中市北屯區新平里中清路二段869號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.662764,24.187451
110年10月24日 02時29分00秒,屏東縣麟洛鄉中山路66號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.529747,22.647703
110年10月24日 12時17分00秒,屏東縣屏東市環河路河濱公園入口處,死亡1;受傷0,自用-小客車;普通重型-機車;乘客-人,120.449126,22.653973
110年10月24日 15時40分00秒,嘉義縣番路鄉觸口村台18線34.5公里處(黎明隧道內),死亡1;受傷4,自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人,120.606572,23.437138
110年10月24日 17時47分00秒,苗栗縣頭份市中正路392號,死亡1;受傷0,行人-人;自用-小客車,120.915416,24.688109
110年10月24日 22時43分00秒,雲林縣斗六市西平路地下道機慢車專用道,死亡1;受傷1,普通重型-機車;普通重型-機車,120.538669,23.708815
110年10月25日 08時52分00秒,高雄市大寮區光明路3段 / 高雄市大寮區光明路3段,死亡1;受傷1,普通重型-機車;普通重型-機車,120.413158,22.616953
110年10月25日 17時39分00秒,高雄市三民區合江街 / 高雄市三民區同盟一路,死亡1;受傷0,普通重型-機車;自用-小客車,120.307500,22.651200
110年10月25日 19時33分00秒,臺中市清水區菁埔里臨港路七段 / 臺中市清水區菁埔里中華北路,死亡1;受傷0,大型重型2(250-550C.C.)-機車;自用-小客車,120.596263,24.303834
110年10月25日 21時41分00秒,桃園市桃園區寶慶路478號前0.0公尺,死亡1;受傷0,普通重型-機車;普通重型-機車,121.290060,25.019093
110年10月26日 18時05分00秒,桃園市平鎮區龍南路167號前0.0公尺附近,死亡1;受傷1,大型重型2(250-550C.C.)-機車;行人-人;自用-大貨車,121.247744,24.923500
110年10月27日 08時40分00秒,彰化縣埔鹽鄉好修村光明路2段860弄前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.462712,24.009885
110年10月27日 10時50分07秒,南投縣埔里鎮牛眠里西安路二段296號前0.0公尺,死亡1;受傷0,自用-小客車,120.968577,23.997162
110年10月27日 11時07分00秒,新北市三峽區新北市三峽區溪東路辭修高中前,死亡1;受傷0,普通重型-機車,121.406118,24.932970
110年10月27日 18時00分00秒,嘉義縣中埔鄉社口村內埔6A電附近,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.548309,23.443095
110年10月27日 19時42分31秒,臺南市安南區本田路二段口 / 臺南市安南區安明路三段口,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人,120.158348,23.040327
110年10月27日 21時43分00秒,臺中市沙鹿區埔子里臺灣大道六段 / 臺中市沙鹿區埔子里鎮南路一段,死亡1;受傷0,自用-小客車;普通重型-機車,120.580758,24.201702
110年10月27日 21時44分00秒,雲林縣水林鄉順興村雲146線公路2公里850公尺處,死亡1;受傷2,自用-小客車;乘客-人;乘客-人,120.207231,23.556812
110年10月27日 22時18分00秒,臺中市南屯區鎮平里黎明路一段 / 臺中市南屯區鎮平里龍富路三段,死亡1;受傷1,普通重型-機車;普通重型-機車,120.633024,24.127830
110年10月28日 05時10分00秒,基隆市中山區中山二路95號前0.0公尺,死亡1;受傷1,行人-人;普通重型-機車,121.739451,25.140112
110年10月28日 08時12分00秒,嘉義縣新港鄉宮前村縣道164線22.9公里處東向慢車道,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,120.357147,23.555675
110年10月28日 10時27分24秒,臺南市下營區紅甲里台19甲線7.6K處往南533266燈桿前,死亡1;受傷0,普通重型-機車,120.273565,23.254175
110年10月28日 11時15分00秒,臺中市霧峰區丁台里峰東路 / 臺中市霧峰區丁台里丁台路,死亡1;受傷0,自用-小客車;普通重型-機車,120.674438,24.035375
110年10月28日 17時36分00秒,高雄市鼓山區中華一路 / 高雄市鼓山區中華一路,死亡1;受傷1,普通重型-機車;普通重型-機車,120.292800,22.662800
110年10月29日 05時50分00秒,新竹縣新埔鎮新北里4鄰29-2號旁,死亡1;受傷0,租賃車-小客車;普通重型-機車;乘客-人,121.150992,24.854386
110年10月29日 09時37分00秒,新北市三重區正義北路 / 新北市三重區大榮街,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,121.497613,25.062635
110年10月29日 17時47分00秒,新北市新莊區瓊林路182之5號前0.0公尺,死亡1;受傷2,普通重型-機車;普通重型-機車;普通重型-機車;自用-小客車,121.440054,25.022038
110年10月30日 10時20分00秒,彰化縣彰化市香山里彰南路2段262弄前0.0公尺,死亡1;受傷0,普通重型-機車;行人-人;自用-大貨車,120.584206,24.083661
110年10月30日 15時14分00秒,彰化縣彰化市桃源里環山路前0.0公尺,死亡1;受傷0,普通重型-機車,120.575828,24.053569
110年10月30日 17時35分23秒,苗栗縣後龍鎮大庄里中山路與中山路966巷口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.806980,24.603945
110年10月31日 00時29分00秒,高雄市燕巢區工程路西燕094路燈號前0.0公尺,死亡1;受傷0,普通重型-機車,120.353551,22.803685
110年10月31日 01時36分00秒,高雄市大寮區光華路 / 高雄市大寮區188縣道,死亡1;受傷1,普通重型-機車;乘客-人,120.414165,22.586296
110年10月31日 06時36分00秒,嘉義市西區保生里興達路330號前0.0公尺,死亡1;受傷2,自用-小客車;普通重型-機車;乘客-人;自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車,120.436135,23.485742
110年10月31日 09時41分00秒,臺中市南屯區文山里忠勇路 / 臺中市南屯區文山里文山東巷,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-小客車;自用-小客車,120.615368,24.148227
110年10月31日 09時55分00秒,高雄市大寮區潮寮路 / 高雄市大寮區無名路,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,120.423365,22.566329
110年10月31日 10時27分00秒,高雄市鳳山區南華一路 / 高雄市鳳山區保華二路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.347000,22.592430
110年10月31日 15時18分00秒,屏東縣新園鄉田洋村產業道路(電桿:田洋3)(近仙隆路220號),死亡1;受傷0,普通重型-機車,120.457742,22.548984
110年10月31日 16時22分00秒,臺中市龍井區新庄里臺灣大道五段前0.0公尺,死亡1;受傷0,普通重型-機車,120.582761,24.187356
110年10月31日 17時33分48秒,雲林縣麥寮鄉海豐村雲2線(麥寮鄉011800路燈),死亡1;受傷0,普通重型-機車,120.231017,23.759252
110年10月31日 19時26分06秒,新竹縣湖口鄉德興路519巷口,死亡1;受傷0,自用-小客車;行人-人,121.040746,24.920226
110年10月31日 20時10分00秒,臺南市玉井區台20線 28公里900.0公尺處附近向路肩,死亡1;受傷0,自用-小貨車(含客、貨兩用),120.423854,23.071385
110年11月01日 00時51分03秒,苗栗縣銅鑼鄉樟樹村竹圍南枝1,死亡1;受傷0,大型重型2(250-550C.C.)-機車,120.779431,24.449030
110年11月01日 13時30分00秒,雲林縣東勢鄉龍潭村和平路70-1號旁路口,死亡1;受傷1,自用-大貨車;自用-小客車;乘客-人,120.239541,23.700051
110年11月01日 17時59分00秒,新竹市北區竹港大橋南下P14標示牌前,死亡1;受傷0,自用-小貨車(含客、貨兩用);營業用-曳引車,120.937967,24.846580
110年11月01日 23時43分00秒,臺中市北屯區和平里祥順路二段 / 臺中市北屯區和平里軍福十三路,死亡1;受傷1,普通重型-機車;大型重型2(250-550C.C.)-機車,120.728569,24.171423
110年11月02日 17時45分00秒,桃園市大溪區興昌路二段燈桿1063575號前,死亡1;受傷0,自用-大貨車;普通重型-機車,121.258609,24.896842
110年11月03日 07時21分00秒,臺北市北投區大度路1段168號前0.0公尺,死亡1;受傷0,普通重型-機車,121.490439,25.121859
110年11月03日 07時40分00秒,臺中市大里區國光里德芳南路 / 臺中市大里區國光里德芳南三街,死亡1;受傷0,自用-小客車;普通重型-機車,120.683882,24.103790
110年11月03日 08時11分00秒,桃園市大園區環區東路376號前0.0公尺附近,死亡1;受傷1,普通重型-機車;乘客-人,121.172764,25.046649
110年11月03日 10時21分00秒,嘉義縣民雄鄉大崎村中正路與村里道路路口,死亡1;受傷2,普通重型-機車;自用-小客車;乘客-人,120.465569,23.522821
110年11月03日 17時10分00秒,屏東縣潮州鎮太平路328號,死亡1;受傷1,普通重型-機車;普通重型-機車,120.534121,22.559314
110年11月03日 20時20分00秒,屏東縣新園鄉臥龍路495-72號,死亡1;受傷1,普通重型-機車;乘客-人,120.448478,22.494493
110年11月03日 23時09分00秒,臺中市清水區槺榔里鰲峰路688號前0.0公尺,死亡1;受傷0,普通重型-機車,120.544036,24.263152
110年11月04日 06時21分00秒,高雄市鳳山區保南二路 / 高雄市鳳山區保雅路,死亡1;受傷0,普通重型-機車;計程車-小客車,120.349784,22.594843
110年11月04日 07時52分00秒,新北市泰山區泰林路2段 / 新北市泰山區中港西路,死亡1;受傷0,普通重型-機車;普通重型-機車,121.429309,25.063350
110年11月04日 12時03分00秒,高雄市三民區建國二路 / 高雄市三民區無名路,死亡1;受傷1,自用-小客車;普通重型-機車;自用-小客車;大型重型2(250-550C.C.)-機車;普通重型-機車;自用-小貨車(含客、貨兩用),120.312249,22.637106
110年11月04日 14時08分00秒,臺南市安南區城安東街南側 / 臺南市安南區城安路東側,死亡1;受傷0,自用-小客車;普通重型-機車,120.129155,23.066626
110年11月04日 14時43分00秒,嘉義縣布袋鎮新民里台17線135.1公里,死亡1;受傷0,公營公車-大客車;腳踏自行車-慢車,120.159838,23.332576
110年11月04日 19時06分00秒,桃園市中壢區後興路二段411號前0.0公尺附近,死亡1;受傷0,營業用-大貨車;普通重型-機車;其他人-人,121.233575,24.944537
110年11月05日 07時02分00秒,新竹市東區食品路63號,死亡1;受傷0,普通輕型-機車;遊覽車-大客車,120.979068,24.798882
110年11月05日 07時57分57秒,桃園市楊梅區瑞原里台31線北上22.8公里處,死亡1;受傷0,普通重型-機車;營業用-曳引車,121.108829,24.935758
110年11月05日 16時48分17秒,臺南市安南區國姓橋(1號路燈燈桿),死亡1;受傷0,普通重型-機車,120.135673,23.082000
110年11月05日 18時37分00秒,新竹市北區延平路一段495號對面,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.945324,24.805088
110年11月06日 06時26分00秒,臺中市霧峰區四德里四德路 / 臺中市霧峰區四德里中投東路二段,死亡1;受傷0,營業用-曳引車;腳踏自行車-慢車,120.662997,24.059765
110年11月06日 11時11分00秒,屏東縣林邊鄉中正路37號對面,死亡1;受傷0,普通重型-機車,120.505079,22.458920
110年11月06日 11時13分00秒,彰化縣福興鄉橋頭村彰鹿路7段204巷205弄2號前0.0公尺前,死亡1;受傷0,普通重型-機車;自用-小客車,120.433940,24.057166
110年11月06日 11時48分00秒,屏東縣長治鄉信義路1348號,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.591660,22.691033
110年11月06日 14時50分00秒,臺中市清水區高西里港埠路五段 / 臺中市清水區高西里高美路,死亡1;受傷0,普通重型-機車;自用-小客車,120.558385,24.309995
110年11月06日 16時00分00秒,高雄市左營區華夏路 / 高雄市左營區新莊一路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.298141,22.672700
110年11月06日 17時42分00秒,南投縣水里鄉台16線 26公里800.0公尺處,死亡1;受傷0,自用-小客車;行人-人,120.922434,23.797197
110年11月07日 06時50分50秒,苗栗縣後龍鎮外埔里苗8線1公里處附近,死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車,120.787662,24.648299
110年11月07日 07時22分00秒,新竹縣新豐鄉青埔村4鄰青埔子46-1號(附近),死亡1;受傷0,普通重型-機車,121.008759,24.919392
110年11月07日 07時40分19秒,南投縣草屯鎮中山里太平路二段、中興路口,死亡1;受傷0,自用-小客車;腳踏自行車-慢車,120.683504,23.974139
110年11月07日 08時31分28秒,新竹縣北埔鄉埔心街92巷前0.0公尺口,死亡1;受傷1,普通重型-機車;大型重型1(550C.C.以上)-機車,121.050001,24.703785
110年11月07日 10時21分00秒,彰化縣田中鎮大社里大社路2段 / 彰化縣田中鎮大社里大社路2段,死亡1;受傷0,普通重型-機車;自用-小客車,120.564400,23.883358
110年11月07日 13時53分00秒,新竹縣橫山鄉中豐路三段與大平地265巷口,死亡1;受傷0,自用-小貨車(含客、貨兩用),121.167937,24.747354
110年11月08日 22時47分00秒,高雄市仁武區水管路 / 高雄市仁武區仁和街,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.347489,22.705587
110年11月09日 10時06分00秒,桃園市八德區新興路附近 / 桃園市八德區建國路附近,死亡1;受傷0,腳踏自行車-慢車;營業用-大貨車,121.291112,24.952986
110年11月09日 20時59分00秒,嘉義縣竹崎鄉龍山村頂枋仔林12-7號(166線50公里700公尺處),死亡1;受傷3,自用-小客車;普通重型-機車;行人-人;行人-人;行人-人,120.566307,23.520301
110年11月10日 07時03分00秒,雲林縣土庫鎮石廟里產業道路(仁和53西19電桿旁),死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.392690,23.694563
110年11月10日 07時36分19秒,宜蘭縣蘇澳鎮蘇濱路口 / 宜蘭縣蘇澳鎮馬賽路口,死亡1;受傷0,營業用-曳引車;普通重型-機車;其他人-人;其他人-人;其他人-人,121.834572,24.625834
110年11月10日 09時06分00秒,高雄市彌陀區鹽埕大路 / 高雄市彌陀區和平路,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人,120.245500,22.790270
110年11月10日 10時07分45秒,屏東縣枋山鄉中山路三段17號前(台一線455.5K),死亡1;受傷0,自用-小客車,120.668481,22.239163
110年11月10日 12時39分00秒,高雄市茄萣區正順東路崎漏332路燈號前0.0公尺,死亡1;受傷0,普通重型-機車,120.202657,22.879757
110年11月11日 10時50分52秒,南投縣仁愛鄉台14甲線 3公里200.0公尺處西側,死亡1;受傷3,自用-小客車;乘客-人;乘客-人;乘客-人,121.126716,24.019978
110年11月11日 12時30分55秒,雲林縣斗南鎮台1丁線 13公里東側向機、慢車道,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,120.480579,23.685778
110年11月11日 17時35分00秒,新竹縣竹北市中正西路1452號,死亡1;受傷0,行人-人;自用-小客車,120.967696,24.842163
110年11月11日 20時24分04秒,宜蘭縣頭城鎮頭濱路1段106號前0.0公尺附近,死亡1;受傷0,普通重型-機車,121.818742,24.811955
110年11月11日 23時00分02秒,新竹縣峨眉鄉台三線道路89.5公里處往南,死亡2;受傷1,自用-小客車;乘客-人;乘客-人,120.992971,24.700242
110年11月12日 05時40分00秒,臺北市文山區木柵路4段 / 臺北市文山區木柵路4段口,死亡1;受傷0,自用-小客車;普通重型-機車;自用-小客車,121.573633,24.997361
110年11月12日 10時55分42秒,臺南市永康區正南三路北側 / 臺南市永康區塩信街,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.233330,23.032945
110年11月13日 05時12分00秒,高雄市大寮區光明路3段 / 高雄市大寮區翁園路,死亡2;受傷2,自用-小客車;普通重型-機車;乘客-人;乘客-人,120.340300,22.625820
110年11月13日 15時50分22秒,雲林縣虎尾鎮新吉里86905918電桿前,死亡1;受傷1,普通重型-機車;普通重型-機車,120.420234,23.711420
110年11月13日 16時00分00秒,臺中市北屯區新平里大鵬路 / 臺中市北屯區新平里信平路,死亡1;受傷0,普通重型-機車;營業用-曳引車,120.662029,24.178109
110年11月13日 17時37分00秒,新北市三峽區中正路2段163號前0.0公尺,死亡1;受傷1,自用-大貨車;普通重型-機車;乘客-人,121.366256,24.915242
110年11月14日 12時08分00秒,嘉義縣中埔鄉石硦村分水嶺102號電桿附近,死亡1;受傷0,普通重型-機車,120.582959,23.373543
110年11月15日 05時21分00秒,高雄市三民區大昌二路145號前0.0公尺,死亡1;受傷1,自用-小客車;行人-人;自用-小客車;自用-小客車,120.333900,22.641020
110年11月15日 10時34分00秒,新北市中和區立德街111號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.485489,25.008796
110年11月15日 10時40分00秒,臺北市士林區中正路 / 臺北市士林區延平北路5段,死亡2;受傷0,自用-曳引車;普通重型-機車;乘客-人,121.509372,25.086581
110年11月15日 11時15分58秒,新竹縣橫山鄉橫山村新庄街24號附近,死亡1;受傷0,普通重型-機車,121.108675,24.720892
110年11月15日 11時58分00秒,桃園市觀音區台61線 42公里100.0公尺處南側向外側,死亡1;受傷0,大型重型1(550C.C.以上)-機車;營業用-大貨車,121.104074,25.059461
110年11月15日 18時34分00秒,雲林縣西螺鎮公館里170號旁道路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用);普通重型-機車,120.455926,23.749546
110年11月15日 21時55分00秒,高雄市前鎮區中山四路 / 高雄市前鎮區鎮海路,死亡1;受傷0,普通重型-機車,120.318784,22.592747
110年11月15日 23時18分12秒,臺南市將軍區鯤鯓里區道南26線東側 / 臺南市將軍區鯤鯓里市道173甲線南側,死亡1;受傷2,自用-小客車;普通重型-機車;乘客-人,120.096994,23.191284
110年11月16日 08時34分00秒,澎湖縣馬公市縣201線 2公里600.0公尺處北側向內側,死亡1;受傷0,行人-人;自用-大貨車,119.601095,23.531358
110年11月16日 09時08分00秒,苗栗縣銅鑼鄉新隆村苗119線29.3公里處,死亡1;受傷0,自用-大貨車;普通重型-機車,120.795710,24.413130
110年11月16日 15時48分00秒,彰化縣芬園鄉中崙村大彰路2段431號前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車,120.619906,23.979103
110年11月16日 22時12分00秒,彰化縣員林市大明里員集路1段350號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車;自用-小客車,120.574447,23.952531
110年11月17日 00時42分20秒,臺中市西屯區國道1號 176公里北側向外側,死亡1;受傷1,營業用-全聯結車;營業用-全聯結車;自用-小貨車(含客、貨兩用);營業用-半聯結車,120.636473,24.186283
110年11月17日 07時04分38秒,桃園市平鎮區平德路16號前0.0公尺,死亡1;受傷1,行人-人;大型重型2(250-550C.C.)-機車,121.191936,24.926479
110年11月17日 08時50分00秒,臺中市清水區中社里港埠路三段 / 臺中市清水區中社里中社路,死亡1;受傷0,營業用-半聯結車;電動自行車-慢車,120.547063,24.275497
110年11月17日 19時05分00秒,雲林縣西螺鎮國道1號 231公里200.0公尺處南側向中線,死亡1;受傷3,自用-小客車;自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車;乘客-人,120.474831,23.780285
110年11月17日 21時36分00秒,新北市中和區環河西路3段 / 新北市中和區光環路2段,死亡1;受傷2,自用-小客車;大型重型2(250-550C.C.)-機車;乘客-人,121.489844,25.009949
110年11月18日 02時03分00秒,新北市淡水區淡金路3段196號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,121.448981,25.203557
110年11月18日 02時45分35秒,新竹縣新豐鄉瑞興村崁頭7之3號附近,死亡1;受傷0,普通重型-機車,120.989482,24.909328
110年11月18日 08時32分00秒,彰化縣鹿港鎮海埔里鹿草路2段 / 彰化縣鹿港鎮海埔里鹿草路2段,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.436242,24.075840
110年11月18日 10時44分00秒,新北市三重區國道1號 26公里900.0公尺處南側向交流道,死亡1;受傷0,營業用-半聯結車,121.486154,25.074055
110年11月18日 11時31分00秒,高雄市旗山區旗甲路2段 / 高雄市旗山區旗甲路2段,死亡1;受傷0,普通重型-機車,120.494967,22.917170
110年11月18日 11時45分00秒,桃園市桃園區三民路二段附近 / 桃園市桃園區春日路口,死亡1;受傷0,普通重型-機車;營業用-曳引車,121.314144,25.000922
110年11月18日 14時09分00秒,屏東縣新園鄉港墘路3之390號前0.0公尺附近,死亡1;受傷0,普通重型-機車,120.473054,22.540276
110年11月18日 14時16分02秒,屏東縣枋山鄉台1線 454.9公里,死亡1;受傷2,自用-小客車;大型重型1(550C.C.以上)-機車;乘客-人,120.663695,22.243871
110年11月18日 17時00分00秒,臺北市內湖區國道1號 17公里700.0公尺處北側向內側,死亡2;受傷2,自用-大貨車;營業用-半聯結車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人,121.589230,25.065516
110年11月18日 18時16分00秒,臺中市東區東興里台中路403-7號前0.0公尺,死亡1;受傷1,行人-人;大型重型2(250-550C.C.)-機車,120.684801,24.123160
110年11月18日 20時35分00秒,臺中市梧棲區草湳里自立一街62號前0.0公尺,死亡1;受傷0,自用-小客車;電動自行車-慢車,120.528921,24.237120
110年11月19日 00時12分35秒,苗栗縣銅鑼鄉苗128線、台13線口,死亡2;受傷0,普通重型-機車;營業用-曳引車;乘客-人,120.781379,24.494080
110年11月19日 07時02分00秒,高雄市岡山區聖森路竹圍103路燈號前0.0公尺前,死亡1;受傷0,普通重型-機車,120.311913,22.800652
110年11月19日 08時50分17秒,苗栗縣造橋鄉國道3號 121公里100.0公尺處北側向路肩,死亡1;受傷1,自用-小客車;乘客-人,120.832874,24.650794
